,Time,Chan1,Chan2,Trial,LED_State
971,459184,0,2,0,0
972,459656,0,7,0,0
973,460136,0,2,0,0
974,460612,0,2,0,0
975,461080,0,7,0,0
976,461556,0,0,0,0
977,462032,0,0,0,0
978,462496,0,0,0,0
979,462976,0,0,0,0
980,463440,0,2,0,0
981,463920,0,7,0,0
982,464384,0,2,0,0
983,464856,0,2,0,0
984,465332,0,6,0,0
985,465800,0,0,0,0
986,466280,0,2,0,0
987,466752,0,6,0,0
988,467224,0,0,0,0
989,467696,0,2,0,0
990,468176,0,0,0,0
991,468644,0,0,0,0
992,469120,0,0,0,0
993,469584,0,0,0,0
994,470064,0,0,0,0
995,470528,0,2,0,0
996,471000,0,7,0,0
997,471476,0,2,0,0
998,471944,0,2,0,0
999,472424,0,0,0,0
1000,472896,0,2,0,0
1001,473372,0,2,0,0
1002,473840,0,2,0,0
1003,474320,0,2,0,0
1004,474784,0,0,0,0
1005,475264,0,2,0,0
1006,475728,0,0,0,0
1007,476208,0,0,0,0
1008,476676,0,0,0,0
1009,477144,0,2,0,0
1010,477616,0,2,0,0
1011,478092,0,0,0,0
1012,478568,0,2,0,0
1013,479044,0,6,0,0
1014,479512,0,2,0,0
1015,479984,0,2,0,0
1016,480464,0,7,0,0
1017,480928,0,2,0,0
1018,481408,0,2,0,0
1019,481872,0,7,0,0
1020,482352,0,1,0,0
1021,482816,0,0,0,0
1022,483288,0,0,0,0
1023,483760,0,0,0,0
1024,484232,0,2,0,0
1025,484712,0,6,0,0
1026,485188,0,2,0,0
1027,485656,0,2,0,0
1028,486132,0,6,0,0
1029,486608,0,2,0,0
1030,487072,0,2,0,0
1031,487552,0,6,0,0
1032,488016,0,0,0,0
1033,488496,0,2,0,0
1034,488960,0,0,0,0
1035,489432,0,0,0,0
1036,489904,0,0,0,0
1037,490376,0,0,0,0
1038,490856,0,0,0,0
1039,491332,0,2,0,0
1040,491800,0,7,0,0
1041,492276,0,2,0,0
1042,492752,0,2,0,0
1043,493216,0,0,0,0
1044,493696,0,2,0,0
1045,494160,0,2,0,0
1046,494640,0,1,0,0
1047,495104,0,2,0,0
1048,495576,0,2,0,0
1049,496048,0,2,0,0
1050,496520,0,0,0,0
1051,497000,0,0,0,0
1052,497476,0,0,0,0
1053,497944,0,2,0,0
1054,498416,0,2,0,0
1055,498896,0,0,0,0
1056,499364,0,2,0,0
1057,499840,0,3,0,0
1058,500308,0,2,0,0
1059,500784,0,2,0,0
1060,501252,0,7,0,0
